date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Mkt_RF,SMB,HML,RMW,CMA,RF,UMD,other
1986m10,8.9,6.47,6.54,1.91,0.58,4.63,7.36,7.99,5.25,4.66,-2.33,-1.42,-0.05,1,0.46,4.46,0.538248198
1986m11,0.72,4.85,2.49,3.23,3.55,3.98,1.76,1.35,0.55,1.17,-1.88,-0.07,1.09,0.67,0.39,-0.26,0.716098421
1986m12,-3.22,-2.22,-1.97,-0.45,-3.67,-3.7,-6.25,-1.23,-3.29,-3.27,0.12,0.36,0.79,0.09,0.49,0.35,0.666084227
1987m01,14.56,18.71,14.45,14.16,16.53,5.3,11.8,13.16,9.3,12.47,-1.54,-3.16,0.17,-1,0.42,2.2,0.842998266
1987m02,5.61,3.46,4.82,-1.72,9.43,0.03,9.8,11.26,-2.14,4.39,3.4,-5.91,-0.76,-2.66,0.43,-2.07,0.953807915
1987m03,1.14,4.65,3.48,11.82,2.62,1.4,1.7,0.15,-1.67,1.64,0.28,1.61,1.36,4.14,0.47,1.68,0.60560533
1987m04,-3.68,4.04,-1.62,0.12,4.39,-2.45,-2.7,-2.45,-4.33,-2.11,-1.54,-0.39,-0.49,1.05,0.44,0.22,0.437100968
1987m05,2.64,-1.49,0.34,3.06,0.3,3.34,-0.06,1.25,-1.84,0.11,-0.56,0.23,0.51,1.14,0.38,-0.74,0.487875657
1987m06,6.78,2.88,5.18,6,-0.03,7.04,6.26,4.78,3.4,3.94,-2.21,1.04,1.7,0.84,0.48,-0.25,0.832885028
1987m07,5.73,6.98,7.1,3.19,1,5.84,5.74,5.78,-1.67,3.85,-1.14,0.68,-0.61,1.61,0.46,2.72,0.604557066
1987m08,3.68,5.69,2.85,1.92,7.45,5.15,3.34,2.21,3.7,3.52,-0.94,-0.93,2.04,-1.61,0.47,-0.86,0.482730218
1987m09,-2.82,-3.97,0.29,-3.86,-2.69,3.3,-6.38,-2.57,-2.31,-2.59,0.38,0.27,-0.97,1.87,0.45,0.77,0.111119319
1987m10,-21.02,-26.92,-27.34,-18.45,-25.92,-12.26,-28.07,-20.45,-6.92,-23.24,-8.07,4.24,2.04,2.34,0.6,-7.86,0.331014846
1987m11,-8.03,-8.51,-5.17,-10.56,-9.83,-8.89,-8.46,-9.3,-2.51,-7.77,2.85,2.95,-1.88,0.68,0.35,-1.17,0.120370247
1987m12,7.57,8.6,10.86,6.76,11.93,3.92,8.54,5.36,0.55,6.81,0.06,-4.43,2.96,-2.42,0.39,5.87,0.591399793
1988m01,3.02,4.43,0.28,8.42,-2.49,9.98,5.61,6.37,9.77,4.21,-0.51,5.01,-1.14,2.13,0.29,-7.24,0.099008021
1988m02,6.04,6.28,7.73,3.58,7.45,1.24,10.26,4.19,-1.42,4.75,3.32,-1.71,1.56,-0.01,0.46,-1.47,0.294257223
1988m03,-1.53,-4.2,-1.34,2.62,-4.68,-3.97,-1.13,-2.56,-3.18,-2.27,6.25,0.73,-0.25,1.8,0.44,0.58,0.30603028
1988m04,-0.15,2.93,1.61,4.62,2.62,0.72,1.6,-2,-0.29,0.56,1.16,1.67,-0.2,1.92,0.46,2.24,0.236007834
1988m05,-0.29,1.24,-0.42,-0.42,-1.33,2.34,-1.41,-0.25,3.58,-0.29,-2.56,2.42,-0.74,0.33,0.51,0.63,0.361212061
1988m06,3.4,8.27,7.59,-2.08,9.45,2.89,6.56,2.67,3.22,4.79,2.16,-1.24,1.47,-3.37,0.49,-2.93,0.933015792
1988m07,1.67,-0.84,-2.34,3.59,-5.11,0.16,-0.83,0.55,-0.22,-1.25,-0.21,2.22,-0.58,1.52,0.51,0.66,0.788746528
1988m08,-0.15,-6.66,-4.43,-1.48,-8.2,-2.9,-2.61,-1.06,-0.12,-3.31,-0.03,2.15,-0.82,1.76,0.59,0.35,0.720011831
1988m09,6.54,3.91,3.43,-2.48,2.84,7.06,8.29,3.8,2.67,3.3,-1.36,-0.75,1.76,-0.61,0.62,0.27,0.603571116
1988m10,8.07,3.35,0.74,1.89,-0.02,2.96,1.6,1.2,2.52,1.15,-2.95,2.05,1.3,1.03,0.61,1.33,0.407752136
1988m11,-1.16,-0.96,-2.17,-0.3,-3.15,0.05,-2.77,-2.15,-0.48,-2.29,-1.65,1.41,-0.28,1.62,0.57,0.33,0.104136163
1988m12,3.52,0.3,3.13,1.84,4.88,1.25,1.58,1.81,1.04,1.49,2.01,-1.69,0.69,-0.38,0.63,0.49,0.160041244
1989m01,5.65,7.6,7.5,6.26,7.12,8.34,6.27,6.79,2.74,6.1,-2.31,0.6,-0.95,0.14,0.55,-0.16,0.617907977
1989m02,-1.44,-2.96,-2.1,-1.29,-3.76,-1.37,-1.85,-1.16,-1.82,-2.25,2.71,1.01,-0.87,1.81,0.61,0.99,0.138065533
1989m03,5.52,-1.35,1.19,3.89,-5.5,5.21,2.76,4.93,0.54,1.57,0.68,0.58,0.05,0.72,0.67,3.51,0.692442137
1989m04,5.67,0.49,5.38,2.49,5.17,9.68,5.54,5.42,3.94,4.33,-0.78,-1.42,0.71,-0.57,0.67,1.77,0.185888845
1989m05,5.32,2.31,3.62,2.67,2.47,5.88,5.34,3.41,5.37,3.35,-0.01,-0.88,0.49,-0.08,0.79,1.52,0.200615975
1989m06,1.5,1.3,-2.68,-1.01,-3.29,0.19,-2.16,-2.75,3.38,-1.35,-1.09,2.25,0.27,1.56,0.71,0.43,0.725850043
1989m07,11.97,5.23,7.62,3.78,2.96,9.09,9.16,13.9,5.8,7.2,-4.15,-2.79,1.98,-0.58,0.7,5.41,0.313457956
1989m08,-1.97,5.17,4.38,3.52,2.52,0.8,2.58,0.39,-0.8,1.44,0.48,0.6,0.39,-0.58,0.74,-0.12,0.123942885
1989m09,-0.58,-4.5,-2.59,1.35,-2.68,4.03,-2.33,2.42,0.48,-0.76,0.49,-1.27,1.4,0.5,0.65,3.4,0.095218881
1989m10,-2.45,-5.71,-4.38,0.75,-4.43,-1.96,-4.04,0.38,1,-3.67,-3.3,-1.11,0.11,-0.04,0.68,1.32,0.100135518
1989m11,1.68,-1.09,3.07,3.98,-1.79,2.11,1.25,4.57,3.23,1.03,-1.29,-1.09,-0.86,1.41,0.69,2.6,0.597700105
1989m12,1.38,-1.45,2.98,6.01,-1.12,5.84,1.18,1.04,4.79,1.16,-2.27,0.16,-0.07,1.42,0.61,2.8,0.295563956
1990m01,-9.47,-3.87,-6.34,-4.29,-1.29,-13.03,-6.38,-7.31,-5.34,-7.85,-1.31,0.85,-1.17,1.35,0.57,-3.27,0.325430839
1990m02,-0.54,5.04,2.55,3.11,4.11,-0.26,1.91,-2.08,0.21,1.11,1.17,0.64,-0.03,-0.66,0.57,-0.55,0.775911205
1990m03,4.64,2.88,3.9,-0.57,4.46,4.25,5.13,3.84,-0.75,1.83,1.62,-2.92,2.04,-1.02,0.64,1.8,0.102914447
1990m04,-0.18,-4.06,-2.76,-3.56,-2.02,-3.27,-2.06,0.3,-5.5,-3.36,-0.33,-2.59,1.78,-0.98,0.69,2.39,0.330721013
1990m05,9.07,7.72,8.08,6.02,12.58,9.2,11.58,12.8,5.43,8.42,-2.35,-3.83,1.57,-1.68,0.68,3.03,0.294594396
1990m06,2.08,-2.19,-0.59,-2.04,-1.17,-4.73,1.54,4.42,0.75,-1.09,1.35,-1.93,-1.03,-0.39,0.63,2.4,0.372838463
1990m07,-0.81,-3.43,0.17,8.28,-7.35,-4.41,-4.11,2.58,0.89,-1.9,-3.16,-0.03,-0.18,3.21,0.68,6.1,0.398796592
1990m08,-7.36,-14.27,-12.06,-1.28,-12,-10.43,-12.07,-6.78,-6.62,-10.15,-3.87,1.64,-0.35,2.96,0.66,1.88,0.654199127
1990m09,-4.07,-10.57,-8,-1.61,-6.64,1.81,-8.73,-4.37,0.48,-6.12,-3.74,0.64,0.06,3.67,0.6,5.78,0.12337189
1990m10,2.5,-3.25,-1.84,-4.02,-3.4,3.01,-3.04,1.41,7.23,-1.92,-5.12,0.1,2.97,-0.3,0.68,6.71,0.646306955
1990m11,6.56,4.13,7.38,1.63,11.27,2.11,10.42,9.49,2.29,6.35,0.07,-3.1,0.65,-4.74,0.57,-5.48,0.252473263
1990m12,4.39,-0.42,4.88,-2.02,4.12,1.5,3.36,2.79,0.78,2.46,0.67,-1.7,2.73,-1.89,0.6,0.29,0.024855008
1991m01,5.12,7.32,6.37,-2.05,15.02,0.02,9.3,4.55,-1.37,4.69,3.91,-1.6,1.28,-3.99,0.52,-6.45,0.723393738
1991m02,10.3,10.24,5.87,8.55,6.61,3.25,8.33,9.9,4.84,7.19,3.94,-0.58,-0.2,-0.33,0.48,-4.61,0.296558437
1991m03,4.8,1.18,1.37,1.3,1.3,2.14,8.61,5.44,1.71,2.65,3.83,-1.39,-0.53,-1.06,0.44,2.87,0.910884765
1991m04,-1,-2.29,0.54,2.46,-2.88,1.13,1.99,-1.14,-0.04,-0.28,0.31,1.5,0.62,0.74,0.53,-2.36,0.945091104
1991m05,3.6,14.75,7.55,-1.4,3.52,-1.47,7.72,4.7,0.15,3.65,0.14,-0.52,2,-2.43,0.47,-0.11,0.018991577
1991m06,-4.94,-4.47,-4.27,-3.64,-8.78,-1.5,-4.29,-4.21,-2.37,-4.94,0.24,1.15,1.79,0.65,0.42,0.47,0.759918463
1991m07,5.76,-0.44,3.12,5.03,4.66,3.11,5.31,8.51,3.99,4.24,-0.96,-1.32,1.6,-1.36,0.49,4.32,0.991550743
1991m08,5.47,-2.16,1.86,1.62,2.84,0.67,3.6,2.94,3.51,2.32,1.4,-0.78,0.84,-0.34,0.46,1.57,0.770999602
1991m09,-3.24,-2.66,-2.33,-0.68,-1.34,0.37,-3.18,-0.33,3.71,-1.59,1.56,-1.08,-1.82,0.08,0.46,1.79,0.937319205
1991m10,-0.55,-2.01,1.46,2.05,2,1.9,-1.95,6.53,1.25,1.29,0.91,-0.47,-1.7,-0.23,0.42,3.06,0.526292456
1991m11,-0.42,-7.99,-5.55,-7.69,-4.39,-4.75,-1.17,-2.52,1.89,-4.19,-0.83,-1.89,1.11,0.01,0.39,1.14,0.071613527
1991m12,14.73,7.61,11.57,2.11,9.16,9.92,13.03,16.61,4.99,10.84,-2.4,-4.17,3.55,-3.12,0.38,8.19,0.393775046
1992m01,-3.1,10.5,2.32,-4.12,6.7,-2.87,0.27,-5.45,-4.57,-0.59,9.18,4.71,-1.32,3.2,0.34,-2.49,0.332739736
1992m02,1.05,12.32,2.19,-0.53,3.86,-1.45,2.63,-2.73,-1.24,1.09,1.33,6.47,0.08,2.19,0.28,-0.53,0.463719702
1992m03,-1.51,0.8,-1.16,-2.75,-5.18,-0.83,-1.38,-5.53,-0.53,-2.66,-0.93,3.56,-0.01,1.95,0.34,-0.29,0.659846188
1992m04,0.75,7.92,3.04,9.45,-1.03,7.04,-3.5,-2.3,2.69,1.07,-5.7,4.34,1.69,2.23,0.32,-2.58,0.42059444
1992m05,1.31,-1.92,-0.62,3.18,0.02,-2.46,0.24,1.11,2.54,0.3,0.21,1.19,-0.95,0.48,0.28,0.21,0.418732695
1992m06,-2.8,2.18,-3.25,-3.5,-4.16,1.32,-1.89,-4.78,0.54,-2.34,-2.73,3.24,-0.05,1.01,0.32,-0.58,0.778780904
1992m07,4.67,0.28,2.93,5.31,2.96,5.44,3.79,5.8,6.72,3.77,-0.62,-0.56,1.3,-0.91,0.31,1.56,0.549205957
1992m08,0.87,-9.6,-3.52,2.59,-4.52,-0.97,-0.54,-3.36,-0.47,-2.38,-0.42,-1.1,3.72,-1.65,0.26,-0.51,0.004441845
1992m09,1.06,0.09,1.79,0.13,3.4,1.91,4.1,-4.98,0.83,1.19,0.48,-0.26,1.64,-0.59,0.26,1.49,0.127490442
1992m10,-0.82,-0.01,0.94,-3.47,2.12,-0.54,4.38,3.34,-0.43,1.02,2.07,-1.98,1.24,-0.79,0.23,2.48,0.33238516
1992m11,3.62,8.56,3.93,-2.69,6.37,3.88,7.09,4.84,-0.23,4.13,3.94,-1.35,-0.68,-1.59,0.23,-0.15,0.262599547
1992m12,0.05,3.36,1.4,1.92,0.01,5.65,0.65,-1.35,2.7,1.53,1.68,2.62,-0.48,0.84,0.28,4.31,0.552912144
1993m01,-0.8,9.59,0.13,2.77,4.86,1.33,0.07,-6.86,2.45,0.93,1.93,5.94,-1.84,2.91,0.23,4.83,0.28655334
1993m02,-2.14,-0.29,1.73,5.99,-0.33,5.71,-1.47,-9,6.22,0.12,-3.45,6.42,-0.42,4.13,0.22,3.14,0.045458206
1993m03,0,5.4,2.18,4.11,2.23,3.27,2.77,0.73,1.76,2.3,0.09,1.18,-0.15,0.9,0.25,3.73,0.191163563
1993m04,-9.32,2.43,0.04,1.14,-3.75,-2.87,-8.14,1.29,-0.15,-3.05,-0.85,2.49,-3.61,1.38,0.24,0.38,0.244399825
1993m05,2.67,1.08,2.34,1.77,8.81,4.16,5.92,3.59,-0.04,2.89,1.9,-3.42,-0.12,-1.04,0.22,0.22,0.414964148
1993m06,-0.69,3.45,-0.26,-1.16,-0.41,4.64,-2.86,-2.96,3.18,0.31,0.13,2.75,-0.92,1.21,0.25,4.55,0.496193961
1993m07,-2.36,1.51,-0.09,0.48,-3.87,2.14,0.73,-5.99,1.94,-0.34,0.95,2.85,-1.87,2.06,0.24,3.16,0.980350646
1993m08,4.29,0.46,3.46,4.23,6.45,5.24,3.93,3.02,3.69,3.71,0.1,0.13,-1.54,-0.04,0.25,2.65,0.376397109
1993m09,-1.83,1.01,-1.89,1.36,1.32,-0.49,-0.35,0.86,-0.64,-0.12,2.98,-0.31,0.24,-0.16,0.26,3.37,0.948352307
1993m10,6.06,7.7,3.09,-1.95,1.62,2.41,4.77,5.92,-1.96,1.41,1.89,-2.76,0.57,0.6,0.22,-2.72,0.135010485
1993m11,0.68,0.68,1.33,-5.97,-0.05,-5.95,0.58,0.97,-5.52,-1.89,-1.27,-0.74,2.23,-0.94,0.25,-4.74,0.203162677
1993m12,1.47,4.44,3.75,0.61,2.97,-0.53,-1.86,2.33,1.61,1.65,1.4,0.32,1.16,-0.34,0.23,2.36,0.506520092
1994m01,-0.42,7.16,4.86,4.89,4.69,2.16,1.11,1.81,-1.21,2.87,-0.06,1.15,-1.66,1.43,0.25,0,0.687858455
1994m02,-1.27,-4.43,-0.66,-2.94,1.63,-5.5,1.88,-5.6,-4.97,-2.55,2.67,-1.54,2.14,-1,0.21,-0.3,0.435107027
1994m03,-4.02,-6.47,-4.44,-3.59,-3.91,-3.61,-4.85,-6.74,-3.92,-4.78,-1.04,1.6,0.69,1.28,0.27,-1.27,0.883262283
1994m04,1.23,-0.59,0.07,4.2,-1.6,1.57,0.23,2.27,2.13,0.68,-1.01,1.66,1.07,1.11,0.27,0.39,0.874656799
1994m05,-1.35,-2.65,2.03,0.92,2,1.63,-1.83,4.28,-5.35,0.58,-2.56,0.67,0.6,0.68,0.31,-2.19,0.388112341
1994m06,-1.89,-3.42,-2.6,-2.7,-5.24,0.62,-2.63,-3.43,-3.12,-3.03,-0.5,1.67,1.21,1.47,0.31,-0.87,0.640542063
1994m07,2.95,3.56,4.59,3.24,3.84,3.1,0.97,1.1,5.16,2.82,-1.85,0.58,-0.65,0.14,0.28,0.18,0.239106264
1994m08,6.08,-0.09,4.72,-0.1,9.3,1.08,4.47,10.85,0.66,4.01,1.37,-2.51,0.95,-1.47,0.37,1.55,0.647275551
1994m09,-0.33,-5.08,-1.67,-2.1,-0.42,-1.23,-2.34,1.72,-2.77,-2.31,2.8,-1.89,0.52,0.93,0.37,1.31,0.713113194
1994m10,2.19,-1.74,0.6,7.4,7.29,-0.12,1.31,0.88,1.57,1.34,-2.3,-1.62,0.23,-0.68,0.38,1.49,0.825586198
1994m11,-1.67,-5.06,-5.45,-4.85,-2.11,-5.44,-3.42,0.44,0.27,-4.04,0.07,-0.7,0.42,-0.5,0.37,-0.18,0.565294102
1994m12,1.33,3.88,4.01,-1.01,2.45,0.88,-2.77,0.57,0.35,0.86,0,-0.13,0.37,0.38,0.44,3.48,0.534227507
1995m01,1.81,-5.77,-0.4,0.37,-0.81,4.16,1.56,6.18,6.21,1.8,-3.06,2.57,0.17,-0.75,0.42,-1.81,0.68816071
1995m02,2.98,5.13,5.6,4.48,6.75,1.51,2.67,2.26,0.82,3.63,-0.54,1.08,0.59,-0.33,0.4,-0.39,0.702621619
1995m03,2.75,1.43,3.49,5.28,4.55,0.25,3.62,2.8,-1.75,2.19,-0.51,-2.15,-0.17,0.22,0.46,0.43,0.977638938
1995m04,1.9,1.45,2.94,2.24,8.26,1.62,-1.71,3,2.38,2.11,-0.22,1.71,0.41,0.9,0.44,1.79,0.409526094
1995m05,4.78,4.78,3.18,4.09,3.03,0.93,2.65,1.63,6.02,2.9,-2.19,2.29,0.39,0.04,0.54,-0.42,0.181690057
1995m06,1.68,0.75,2.11,-3.08,9.89,3.89,4.93,4.5,-0.45,2.72,3.06,-2.54,-0.33,-2.44,0.47,2.93,0.696980524
1995m07,1.16,2.64,3.57,2.3,7.9,5.04,3.58,5.52,-0.37,3.72,2.09,-1.62,0.3,-1.65,0.45,2.56,0.805696649
1995m08,0.65,0.76,-0.21,-1.58,-0.06,4.4,-2.72,1.04,0.99,0.55,1.75,2.79,-1.24,1.62,0.47,0.16,0.964094898
1995m09,6.74,-0.52,2.15,1.3,1.38,5.77,2.87,7.37,6.27,3.35,-1.88,-0.04,1.03,0.36,0.43,2.9,0.712963421
1995m10,0.56,-4.79,-2.64,-0.28,1.39,0.15,-5.49,1.04,1.48,-1.52,-4.04,-0.5,1.91,-0.05,0.47,4.16,0.76682547
1995m11,4.52,5.42,6.46,4.77,-0.65,2.8,6.16,4.99,1.58,3.96,-1.07,0.51,-0.62,1.12,0.42,-0.68,0.095086065
1995m12,1.52,3.16,1.42,5.81,-4.32,4.13,-0.83,5.92,5.09,1.03,0.72,0.22,-1.37,3.1,0.49,2.52,0.278525838
1996m01,2.62,3.51,3.29,-0.41,1.84,2.31,-0.3,6.02,1.86,2.26,-2.56,0.38,0.18,2.31,0.43,0.54,0.988854464
1996m02,3.22,2,0.94,1.04,6.45,-2.5,4.41,-1.1,-2.65,1.33,1.77,-1.08,0.24,-1.9,0.39,0.59,0.104041525
1996m03,-0.84,4.33,3.42,5.01,-3.41,-2.01,5.99,0.24,-0.51,0.73,1.61,0.35,1.42,-0.95,0.39,-1.84,0.891375723
1996m04,0.15,3.53,1.71,3.44,10.09,2.86,4.26,-0.61,-2.66,2.06,4.71,-4.02,-0.14,-2.11,0.46,-0.88,0.303120469
1996m05,6.55,2.24,2.3,0.45,3.95,-0.02,4.4,3.89,1.32,2.36,3.21,-0.83,0.12,-0.3,0.42,1.54,0.24410562
1996m06,3.18,-4.93,-0.44,0.97,-4.94,0.55,-1.71,-0.24,5.25,-1.14,-3.65,2.35,3.51,1.22,0.4,0.98,0.042385591
1996m07,-4.07,-4.5,-4,-4.64,-7.42,-8.49,-7.56,-6.28,-5.81,-5.97,-3.81,5.14,2.95,2.6,0.45,-0.16,0.688382402
1996m08,-0.8,3.07,3.25,2.94,4.39,-1.33,5.94,4.32,2.89,2.77,2.57,-0.74,-0.37,-2.42,0.41,0.01,0.77832454
1996m09,3.73,1.26,6.07,4.04,10.64,1.77,3.66,7.36,0.68,5.01,-1.39,-2.72,1.27,-2.22,0.44,2.7,0.683038815
1996m10,1.58,3.74,1.6,5.97,-1.92,-0.46,-2.24,-0.85,3.6,0.86,-3.77,4.94,1.4,3.25,0.42,3.79,0.430680633
1996m11,5.13,5.87,6.06,5.53,11.91,5.49,3.18,6.61,2.61,6.25,-3.8,1.39,2.12,-0.79,0.41,-2.37,0.436775048
1996m12,0.5,-2.41,-0.4,0.8,-2.7,2.9,-3.52,-2.59,0.13,-1.7,3.25,1.31,0.37,1.49,0.46,0.63,0.569261411
1997m01,5.74,2.84,4.19,4.38,9.35,2.33,0.15,9.54,0.92,4.99,-1.82,-1.42,1.19,-0.02,0.45,1.96,0.755186586
1997m02,4.13,0.56,0.7,-5.74,-7.4,2.57,3,0.93,-0.57,-0.49,-2.59,5.67,0.67,3.47,0.39,-2.13,0.476517653
1997m03,-5.23,-3.23,-3.65,5.27,-5.67,-7.85,-1.33,-7.48,-2.78,-5.03,-0.43,3.39,0.5,1.66,0.43,0.9,0.631963635
1997m04,5.31,3.9,5.4,0.05,7.65,2.57,2.27,6.11,-1.39,4.04,-5.7,0.07,3.26,-0.72,0.43,4.84,0.52239379
1997m05,5.93,6.27,7.82,7.32,10.19,6.56,5.95,6.99,3.79,6.74,4.75,-4.13,-1.02,-2.96,0.49,-5.17,0.961525981
1997m06,3.57,3.47,5.2,1.31,1.43,3.46,5.07,8.88,3.06,4.1,1.19,1.58,0.56,0.66,0.37,2.6,0.504461116
1997m07,3.34,7.42,7.21,7.45,15.98,2.46,7.82,2.1,2.81,7.33,-2.76,0.26,0.07,-2.58,0.43,3.77,0.530164919
1997m08,-6.39,1.28,-5.52,0.32,-1.37,-2.74,-2.55,-6.11,-1.16,-4.15,7.61,1.18,-1.11,-0.04,0.41,-2.56,0.265812624
1997m09,5.53,5.31,3.35,6.3,3.46,9.7,5.22,6.62,4.64,5.35,2.49,0.37,-1.63,-0.91,0.44,1.47,0.004553105
1997m10,-3.14,-3.28,-5.88,-2.01,-8.29,2.89,-2.12,0.1,0.93,-3.8,-0.52,2.27,1,1.94,0.42,-0.57,0.208262621
1997m11,6.5,-1.59,4.23,-3.57,1.45,10.69,5.43,2.82,7.14,2.98,-5.11,1.2,2.81,1.84,0.39,0.33,0.215051929
1997m12,3.77,3.97,-0.15,-1.45,-4.22,4.22,-0.25,3.53,7.94,1.32,-2.03,3.84,0.74,1.92,0.48,3.98,0.444744797
1998m01,-2.74,0.5,0.7,-5.75,5.28,5.04,0.9,5.68,-4.4,0.15,-1.36,-1.63,0.87,-0.73,0.43,0.14,0.063679618
1998m02,4.96,12.27,7.14,6.84,10.35,2.41,10.36,5.51,2.63,7.04,0.2,-0.85,-0.31,-2.54,0.39,-1.12,0.862535952
1998m03,5.9,6.15,4.83,4.78,1.32,10.11,6.54,3.57,6.75,4.76,-0.65,1.39,-0.26,-0.37,0.39,2.15,0.243873172
1998m04,-3.24,0.92,1.23,3.78,5.15,-3.2,-0.52,1.91,-2.52,0.73,0,0.94,-1.69,-0.36,0.43,0.74,0.446833495
1998m05,1.1,7.07,-2.46,-4.24,-7.01,-1.79,2.18,-2.5,-0.88,-3.07,-2.95,3.44,1.1,2.61,0.4,1.82,0.311490777
1998m06,4.18,1.67,-0.6,-1.36,8.74,3.02,4.97,6.17,2.81,3.18,-3.66,-1.96,-0.26,-2.97,0.41,7.28,0.788192023
1998m07,-4.14,-1.24,-5.69,-6.73,0.45,3.93,-2.96,-0.26,-5.4,-2.46,-5.27,-1.78,1.74,0.45,0.4,3.69,0.793644964
1998m08,-13.1,-18.79,-14.31,-10.41,-17.65,-11.8,-14.24,-12.35,1.96,-16.08,-5.17,3.53,3.37,5.91,0.43,1.84,0.99050256
1998m09,1.25,1.03,0.55,13.04,15.16,10.16,1.47,12.04,8.15,6.15,-0.78,-3.42,-1.88,-2.99,0.46,-0.81,0.18674378
1998m10,10.99,11.04,11.29,1.25,6.27,6.86,10.7,3.87,-1.78,7.13,-3.43,-2.23,0.93,0.31,0.32,-5.37,0.673159284
1998m11,6.42,5.32,3.61,0.42,11.67,3.61,9.49,6.19,1.34,6.1,0.75,-3.25,-0.86,-1.18,0.31,1.2,0.403987002
1998m12,0.33,3.89,2.36,-1.2,15.2,14.35,9.23,5,2.86,6.16,-1.56,-4.19,-0.76,-3.39,0.38,8.92,0.810043196
1999m01,-3.48,5.2,0.52,-5.57,15.1,8.95,2.24,0.22,-6.24,3.5,-0.75,-4.6,-2.77,-6.8,0.35,3.03,0.104468274
1999m02,-3.98,-4.61,-2.03,-3.17,-11.48,-2.89,-1.37,0.18,-3.62,-4.08,-5.22,1.92,-1.23,4.1,0.35,-0.1,0.182244474
1999m03,-2.02,-0.25,4.76,15.41,8.41,-0.96,2.69,2.52,-1.64,3.45,-4.23,-2.74,-4.07,-1.42,0.43,-1.27,0.336387762
1999m04,3.92,9.73,9.38,15.84,2.27,7.74,0.44,-5.53,7.35,4.33,4.52,2.46,-2.53,0.89,0.37,-9.04,0.853071565
1999m05,1.36,-4.61,-3.22,-3.1,-0.76,1.03,-3.07,-2.03,6.72,-2.46,3.71,2.35,0.93,3.34,0.34,-5.19,0.998143584
1999m06,0.27,0.93,4.49,-1.41,11.62,5.82,8.16,4.49,-4.48,4.77,2.29,-3.19,1.13,-3.21,0.4,5.06,0.180880673
1999m07,-2.45,-5.86,-1.2,1.73,-1.71,-1.89,-5.03,-4.43,-0.44,-3.49,2.57,-0.44,0.36,3.22,0.38,1.66,0.413589808
1999m08,-4.59,0.65,-0.53,1.82,5.5,-7.97,-5.94,3.71,0.55,-1.38,-1.73,-1.87,-0.24,0.64,0.39,3.12,0.218868861
1999m09,-6.83,-8.45,-3.1,-4.02,-0.17,4.08,1.34,-7.07,-4.33,-2.79,2.59,-3.49,-0.75,-1.23,0.39,6.47,0.229076604
1999m10,6.6,4.35,5.81,-1.49,3.01,8.77,3.18,10.77,2.21,6.12,-6.91,-3.37,-1.74,-1.19,0.39,5.5,0.175256709
1999m11,-1.1,-2.1,-1,3.82,12.71,4.43,4.17,1.51,-7.39,3.37,5.8,-6.12,-4.28,-1.74,0.36,5.64,0.72075571
1999m12,-2.63,2.67,10.33,0.84,20.77,2.93,6.68,-5.65,-2.28,7.72,5.39,-8.33,-7.6,-5.63,0.44,13.22,0.396174144
2000m01,-4.72,-1.27,-8.69,1.24,-5.25,-3.54,-11.11,7.59,6.03,-4.74,4.42,-1.88,-6.29,4.72,0.41,1.92,0.703387312
2000m02,-6.27,-8.27,-3.85,-5.41,18,-4.1,-3.93,-2.75,-7.16,2.45,18.28,-9.59,-18.65,-0.48,0.43,18.2,0.750589132
2000m03,7.42,10.62,7.49,11.69,4.19,7.67,13.34,0.16,5.94,5.2,-15.32,8.13,11.79,-1.59,0.47,-6.83,0.266160031
2000m04,-1.95,8.83,1.42,-1.99,-10.5,-7.62,-4.46,5.26,7.48,-6.4,-5.01,7.26,7.66,5.65,0.46,-8.39,0.070001599
2000m05,7.08,-12.51,-1.69,9.38,-10.76,-10.76,-2.84,3.96,3.97,-4.42,-3.81,4.75,4.13,1.37,0.5,-8.98,0.955613436
2000m06,2.2,-9.03,-1.23,-5.05,12.61,4.04,-2.23,11.55,-4.72,4.64,9.92,-8.42,-8.31,-2.95,0.4,16.6,0.434781404
2000m07,0.72,4.86,-1.48,-2.58,-5.18,-7.46,-1.23,-6.47,4.21,-2.51,-1.03,8.31,5.83,2.94,0.48,-0.05,0.954659869
2000m08,-2.08,5.36,7.38,8.74,12.68,-1.39,-2.39,3.46,11.76,7.03,-1.03,-1.39,-3.22,1.1,0.5,5.73,0.877755706
2000m09,3.71,-4.31,-5.69,4.51,-14.82,-3.35,2.66,3.71,9.16,-5.45,0.19,7.17,2.56,5.53,0.51,1.97,0.757555967
2000m10,7.74,2.47,3.51,-2.9,-7.48,-0.24,-1.83,2.08,-1.81,-2.76,-2.65,5.71,9.61,3.8,0.56,-4.48,0.676805488
2000m11,2.74,-11.53,-3.13,-2.53,-23.16,-15.46,-1.04,0.75,3.06,-10.72,-0.58,12.3,13.07,8.43,0.51,-2.32,0.766489561
2000m12,5.5,-0.18,6.95,7.69,-7.99,-4.57,5.66,3.51,6.6,1.19,3.26,7.61,1.71,4.79,0.5,6.74,0.128839436
2001m01,-2.2,13.4,-1.07,-3.37,16.03,14.38,6.43,-8.51,-10.77,3.13,5.48,-5.07,-4.69,-5.03,0.54,-25.3,0.878241286
