date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Mkt_RF,SMB,HML,RMW,CMA,RF,UMD,other
2001m02,0.13,-1.16,-3.91,0.04,-26.05,-9.85,-5.36,-0.55,6.16,-10.05,2.83,12.47,9.1,9.07,0.38,12.57,0.384575532
2001m03,-4.78,-2.87,-6.1,-0.14,-13.86,-5.79,-2.88,-8.57,1.24,-7.26,2.33,6.42,3.35,3.92,0.42,8.55,0.806300451
2001m04,0.9,8.59,7.47,10.06,18.04,2.7,5.61,4.23,5.53,7.94,-0.86,-4.67,-3.06,-3.2,0.39,-7.9,0.712506363
2001m05,3.39,-1.62,2.19,0.09,-3.21,-1.38,1.61,2.81,0.24,0.72,3.6,3.36,0.25,1.91,0.32,2.21,0.802532889
2001m06,-1.53,3.73,-4.63,-7.52,1.4,-3.11,-2.59,-3.07,-6.05,-1.94,6.57,-1.12,1.6,-1.51,0.28,0.38,0.571880268
2001m07,-0.17,3.18,0.52,-2.23,-7.53,-0.56,4.58,2.31,-3.83,-2.13,-2.82,5.21,7.42,3.07,0.3,5.58,0.499888098
2001m08,2.47,-11.23,-1.99,-3.52,-12.65,-9.3,-6.98,-3.09,0.52,-6.46,2.71,2.31,4.05,6.57,0.31,5.53,0.063153508
2001m09,-2.98,-16.96,-12.8,-5.62,-18.98,-1.97,-9.52,-0.6,-6.58,-9.25,-5.73,1.45,4.99,3.21,0.28,11.48,0.933039978
2001m10,1.26,1,3.88,4.73,15.73,-9.67,1.57,1.24,1.87,2.46,5.27,-7.65,-2.98,-4.55,0.22,-8.47,0.573189365
2001m11,2.19,15.48,8.43,-4.07,15.89,5.8,9.82,5.03,-1.54,7.54,-0.31,2.21,-3.73,-1.61,0.17,-8.69,0.331562617
2001m12,1.92,-0.74,2.62,5.95,-0.64,2.54,4.33,-2.82,4.04,1.6,5.16,0.84,0.34,-0.26,0.15,0.07,0.109365052
2002m01,1.46,2.94,1.54,-2.88,-0.5,-6.94,2.62,-2.41,-4.34,-1.44,1.26,3.44,4.69,2.84,0.14,3.75,0.320535139
2002m02,4.27,3.16,4.42,5.46,-13.09,-2.21,-0.15,-0.46,-0.37,-2.29,-0.36,2.16,8.07,5.11,0.13,6.82,0.320544554
2002m03,4.03,6.86,4.97,7.67,6.47,0.12,2.09,0.54,10.28,4.24,4.25,1.06,-1.78,0.58,0.13,-1.64,0.837646889
2002m04,2.47,1.8,-1.44,-4.54,-11.77,-12.96,-1.63,-7.52,-0.41,-5.2,6.72,3.88,4.56,5.38,0.15,7.63,0.818914483
2002m05,1.25,-0.31,-0.28,-0.77,-3.74,3.2,-1.43,-2.27,-6.91,-1.38,-3.02,1.53,2.36,2.44,0.14,3.16,0.192480423
2002m06,-5.85,-8.1,-3.06,-0.06,-12.13,-14.02,-5.1,-9.68,-5.8,-7.21,3.89,-0.05,3.93,2.51,0.13,6.03,0.622245568
2002m07,-6.62,-12.18,-8.5,-11.83,-9.74,-11.79,-11.43,-2.57,-12.13,-8.18,-6.43,-3.85,3.79,-0.99,0.15,3.77,0.534023782
2002m08,2.24,0.57,-1.27,0.63,-0.94,0.14,1.85,0.63,3.41,0.5,-1.31,3.28,1.36,-1.47,0.14,1.9,0.76942538
2002m09,-7.67,-10.93,-8.35,-8.11,-16.6,-9.63,-9.43,-5.88,-10.84,-10.35,3.08,1.47,3.29,-2.19,0.14,9.13,0.422917812
2002m10,5.06,-3.09,3.79,3.18,19.4,22.11,5.74,5.67,-0.62,7.84,-4.31,-3.95,-3.39,0.76,0.14,-5.58,0.930602701
2002m11,-1.09,11.9,6.26,3.01,16.24,11.76,1.89,3.78,1.57,5.96,2.91,-1.23,-9.2,5.15,0.12,-16.33,0.535619577
2002m12,-0.25,-7.17,-3.77,0.84,-12.91,-9.44,-6.97,-4.07,3.84,-5.76,0.62,2.14,6.29,-1.68,0.11,9.64,0.818084487
2003m01,-3.94,-3.16,-4.09,-2.5,-1.5,-4,-4.77,-0.61,-3.27,-2.57,0.7,-0.83,-0.99,0.69,0.1,1.55,0.998540846
2003m02,-2.88,-4.99,-2.26,1.94,1.17,-6.61,-1.22,-1.96,-3.97,-1.88,-0.93,-1.39,0.83,-0.62,0.09,1.17,0.416572244
2003m03,-2.59,-2.63,1.31,1.5,-0.95,-0.66,4.65,3.79,4.31,1.09,0.65,-1.93,1.87,-0.77,0.1,1.48,0.951655716
2003m04,4.39,14.96,6.38,-0.47,9.18,11.5,8.99,4.39,7.31,8.22,1.02,1.14,-4.68,1.06,0.1,-9.33,0.543891586
2003m05,9.51,2.86,4.65,8.64,9.8,6.29,3.49,3.94,10.12,6.05,4.81,0.4,-7,2.91,0.09,-10.7,0.763666188
2003m06,1.64,2.84,0.5,-0.96,0.35,1.91,3.44,4.15,0.74,1.42,1.66,0.11,0.51,-0.38,0.1,-1,0.843333025
2003m07,-1.68,6.6,4.98,-2.62,5.62,-1.93,3.29,0.48,-5.15,2.35,4.54,-1.24,-4.14,1.78,0.07,-0.24,0.727746338
2003m08,0.3,7.85,4.13,6.18,6.07,1.16,6.74,-2.82,1.92,2.34,2.48,1.53,-2.25,2.14,0.07,-0.62,0.176417252
2003m09,1.13,-4.15,-3.75,-2.18,-0.91,-5.64,-4.54,0.29,3.85,-1.24,0.54,0.16,1.01,0.34,0.08,-0.19,0.861591715
2003m10,5.94,6.99,8.92,1.64,8.28,6.81,9.02,0.87,1.51,6.08,2.71,1.97,-1.35,1.55,0.07,3.99,0.463559818
2003m11,3.61,3.08,2.07,0.65,1.85,-0.68,0.54,1.83,0.95,1.35,2.33,1.78,0.19,1.81,0.07,1.46,0.680214607
2003m12,3.44,12.27,6.73,13.6,2.16,7.64,-2.13,5.65,5.85,4.29,-2.49,1.6,0.56,0.94,0.08,-5.57,0.0947039
2004m01,0.06,-1.18,-0.64,0.23,4.51,1.4,0.45,3.09,1.91,2.15,2.45,2.49,-3.66,3.38,0.07,2.58,0.056184979
2004m02,4.25,-0.08,1.97,4.53,-2.92,-0.49,6.09,0.9,2.11,1.4,-0.93,0.9,2.17,-1.21,0.06,-1.14,0.590532378
2004m03,-0.09,-1.19,-0.3,0.02,-2.51,-2.06,0.29,-3.92,1.14,-1.32,2.1,0.27,1.56,-0.98,0.09,0.17,0.670256742
2004m04,1.42,2.28,-0.14,2.66,-4.89,-0.48,-2.7,3.52,-3.56,-1.83,-2.01,-3.1,3.45,-2.84,0.08,-5.38,0.695067247
2004m05,-1.89,-1.65,1.64,0.58,4.82,-2.95,0.3,-0.41,1.25,1.17,-0.38,-0.25,-1.18,0.03,0.06,1.5,0.02767025
2004m06,1.66,5.02,5.33,5.44,2.67,0.82,0.04,-0.5,2.03,1.86,2.56,1.18,1.2,-0.39,0.08,2.05,0.76947287
2004m07,-5.98,-4.64,-4.05,3.32,-8.51,-1.02,-4.03,-5.92,1.06,-4.06,-2.95,3.24,5.32,-1.66,0.1,-2.29,0.623661355
2004m08,0.77,-2.23,1.34,-1.39,-4.51,1.17,-1.2,1.64,3.66,0.08,-1.13,0.97,1.23,-1.47,0.11,-1.59,0.310023727
2004m09,-2,2.3,1.92,8.84,3.47,1.41,2.61,-1.4,1.38,1.6,3.27,0,-1.49,-1.88,0.11,5.49,0.293060138
2004m10,2.83,-3,-1.43,0.64,5.15,3.46,3.06,-2.44,4.24,1.43,0.19,-0.22,-0.52,0.49,0.11,-1.38,0.45476574
2004m11,4.6,7.27,7.22,6.57,5.76,3.61,3.67,0.68,4.89,4.54,4.11,1.41,-0.58,-0.22,0.15,3.16,0.347673637
2004m12,4.79,4.88,2.51,-2.31,3.1,4.29,3.5,5.66,2.49,3.43,-0.05,-0.22,-1.16,0.46,0.16,-2.87,0.422702551
2005m01,0.21,-7.02,-1.76,3.03,-6.35,-4.21,-1.07,-4.08,1.76,-2.76,-1.17,2.06,2.74,-1.46,0.16,3.05,0.863659102
2005m02,0.72,-0.25,4.1,19.41,0.04,-0.3,0.83,2.44,2.36,1.89,-0.31,1.54,1.43,-0.05,0.16,3.37,0.081215646
2005m03,-0.85,-8,-1.43,-3.44,-2.53,-0.18,0.04,-0.47,0.61,-1.97,-1.42,2.04,0.47,1.29,0.21,0.41,0.209248081
2005m04,-0.95,-11.09,-4.68,-5.6,-4.47,-2,-5.29,3.95,2.13,-2.61,-3.98,0.07,0.97,-0.94,0.21,-0.69,0.097762387
2005m05,2.34,8.84,2.91,2.07,8.2,1.54,6.43,1.48,1.66,3.65,2.79,-0.64,-1,0.3,0.24,0.45,0.331576682
2005m06,-1.68,2.1,-1.16,5.76,-1.64,0.14,2.43,-0.59,5.56,0.57,3.28,2.83,0.96,-0.51,0.23,2.05,0.878812789
2005m07,2.61,5.41,5.83,6.14,6.16,3.09,5.82,3.72,2.98,3.92,2.81,-0.79,-1.19,-0.82,0.24,0.06,0.422540408
2005m08,0.01,-2.87,-1.36,5.7,-0.36,-1.25,-5.62,-0.31,1.25,-1.22,-0.89,1.32,-2.05,0.37,0.3,2.08,0.102373351
2005m09,0.13,-5.15,0.84,7.26,0.65,-1.47,-1.8,-1.92,4.38,0.49,-0.34,0.71,0.27,-0.6,0.29,3.43,0.384000143
2005m10,-1.92,-4.38,-2.48,-10.16,-1.78,-2.98,1.56,-3.27,-6.85,-2.02,-1.45,0.42,-0.93,-1.3,0.27,-1.39,0.542482699
2005m11,1.16,2.22,5.33,1.01,6.47,2.63,3.96,1.58,-0.22,3.61,0.84,-1.16,-0.76,-1.14,0.31,0.35,0.609138529
2005m12,0.23,-0.64,1.44,0.49,-1.91,-1.66,-0.59,2.39,1.24,-0.25,-0.2,0.2,0.21,0.23,0.32,0.77,0.125376568
2006m01,0.11,5.85,5.18,12.54,4.08,3.82,2.01,2.17,3.03,3.04,5.75,1.08,-0.64,-0.46,0.35,2.53,0.174420738
2006m02,1.27,-0.45,1.03,-8.14,-0.99,3.33,1.41,1.07,0.22,-0.3,-0.42,-0.34,-0.51,1.91,0.34,-1.84,0.930383879
2006m03,1.33,2.75,3.04,4,2.86,1.82,2.43,-0.96,-3.64,1.46,3.38,0.6,0.06,-0.41,0.37,1.26,0.469016081
2006m04,1.17,0.34,4.06,4.67,-1.15,1.68,-1.58,-1.96,1.85,0.73,-0.84,2.34,1.8,0.01,0.36,0.64,0.175758742
2006m05,1.68,0.68,-3.37,-3.46,-6.9,-0.22,-1.88,-2.18,1.5,-3.57,-2.85,2.41,1.15,1.46,0.43,-3.7,0.966728612
2006m06,0.3,1.77,-0.49,2.73,-1.44,2.96,0.29,-0.12,2.41,-0.35,-0.24,0.85,1.32,-0.07,0.4,1.54,0.617097706
2006m07,3.5,-3.01,-3.65,5.11,-3.79,2.42,-4.29,4.14,4.83,-0.78,-3.63,2.6,1.63,0.9,0.4,-2.12,0.322174677
2006m08,3.08,2.37,2.05,-3.29,7.42,2.28,2.22,2.33,2.28,2.03,0.44,-2.06,-1.86,2.09,0.42,-3.38,0.527537845
2006m09,-0.62,4.28,1.89,-3.82,3.57,3.66,5.69,1.53,-2.11,1.84,-1.46,0.08,0.82,0.6,0.41,-0.96,0.657858505
2006m10,2.8,4.98,4.42,5.16,4.05,5.19,3.96,1.71,5.36,3.23,1.98,-0.31,-0.12,0.28,0.41,-0.2,0.402279104
2006m11,1.41,1.78,3.54,8.6,3.01,0.63,-1.28,0.06,3.06,1.71,0.71,0.14,0.15,-0.8,0.42,-1.03,0.247177177
2006m12,2,-0.77,0.51,-1.93,-0.99,4.33,1.45,0.15,0.73,0.87,-0.81,2.73,-0.72,2.06,0.4,0.79,0.166301907
2007m01,1.52,2.85,3.17,-1.34,2,3,3.65,3.5,0.51,1.4,0.07,-0.68,0.25,0.38,0.44,0.24,0.432903921
2007m02,-1.53,-0.48,0.77,-2.11,-2.34,-2.77,-0.59,-2.85,4.14,-1.96,1.29,-0.14,-0.51,-0.71,0.38,-1.35,0.062583849
2007m03,2.62,-1.04,1.61,5.88,0.86,2.32,0.75,-0.25,4.33,0.68,0.2,-0.97,0.64,-0.65,0.43,2.56,0.955076086
2007m04,3.62,6.21,4.41,5.14,4.89,1.74,2.29,6.8,3.94,3.49,-2.04,-1.45,1.15,1.03,0.44,-0.24,0.115014118
2007m05,2.89,3.19,4.78,7.13,3.93,7.31,2.36,1.14,1.2,3.24,0.4,-0.65,1.58,-1.36,0.41,-0.34,0.132401733
2007m06,-1.06,1.87,-0.68,0.87,0.52,-1.8,-1.97,-3.4,-4.83,-1.96,0.74,-1.05,0.53,0.08,0.4,0.51,0.544357725
2007m07,-4.19,-5.81,-0.01,-1.12,-1.06,-3.1,-5.35,-3.99,-3.72,-3.73,-2.99,-3.71,0.2,-1.13,0.4,2.94,0.882207281
2007m08,1.83,-1.73,0.67,0.29,2.91,-0.86,1.52,2.27,1.84,0.92,-0.37,-1.86,-1.21,-0.53,0.42,0.1,0.711412364
2007m09,3.95,1.74,5.44,7.86,4.21,2.05,-0.63,3.53,3.54,3.22,-2.44,-2.21,-0.52,-3.02,0.32,4.63,0.825341107
2007m10,2.16,1,0.98,2.81,6.82,-2.17,1.18,1.54,6.83,1.8,-0.08,-2.98,-0.3,-0.09,0.32,5.02,0.776223487
2007m11,0.85,-9.02,-2.65,-4.36,-7.53,-6.43,-3.75,0.03,-0.72,-4.83,-3.02,-0.94,1.89,-0.29,0.34,0.99,0.242935391
2007m12,-1.01,-2.19,1,7.68,1.49,-0.25,-2.67,-3.98,0.9,-0.87,0.15,-0.55,0.87,-1.05,0.27,6.63,0.531589705
2008m01,-5.2,-5.4,-7.43,-9.08,-12.37,-7.75,-0.49,-4.6,-6.93,-6.36,-0.65,3.97,2.14,2.14,0.21,-7.75,0.472430141
2008m02,-0.06,-5.97,0.74,6.87,-3.58,-3.88,-4.65,-0.93,-3.02,-3.09,-0.66,-0.84,0.88,-0.93,0.13,6.1,0.632963441
2008m03,1.21,-4.13,-0.1,-2.94,0.66,-0.05,1.86,-1.77,0.81,-0.93,0.56,0.3,0.79,0.5,0.17,4.27,0.178880963
2008m04,-1.08,6.6,5.04,10.7,6.46,4.69,5.01,0.44,6.39,4.6,-1.2,-0.94,1.64,-2.47,0.18,-0.31,0.607073859
2008m05,3.32,1.36,3.3,4.23,5.68,4.73,1.18,1.63,3.58,1.86,3.02,-1.43,0.93,-0.06,0.18,3.31,0.791276388
2008m06,-7.42,-19.56,-9.25,2.76,-8.83,-10.89,-8.08,-3.01,-0.4,-8.44,1.18,-2.71,4.96,-0.55,0.17,12.75,0.54878373
2008m07,2.25,-0.23,-0.28,-15.67,-0.53,-3.18,1.14,6.73,-7.13,-0.77,3.72,5.42,-1.37,1.08,0.15,-5.13,0.830469884
2008m08,1.72,1.76,1.42,-0.03,2.39,4,5.38,1.8,-0.43,1.53,3.46,1.59,1.86,0.84,0.13,-4.02,0.613539588
2008m09,-2.93,-9.19,-13.48,-12.1,-12.44,-12.61,-5.77,-5.96,-11.94,-9.24,0.25,5.91,2.41,1.78,0.15,0.28,0.995674108
2008m10,-13.02,-33.18,-20.75,-16.67,-18.33,-15.56,-15.13,-11.03,-11.12,-17.23,-3.34,-2.3,3.04,2.05,0.08,7.85,0.766340891
2008m11,-5.47,-10.3,-7.76,0.22,-10.9,-1.58,-7.69,-7.35,1.23,-7.86,-3.89,-6.31,4.53,2.75,0.03,7.17,0.201280574
2008m12,0.86,0.3,1.37,-2.42,2.17,3.46,4.88,6.74,-2.04,1.74,3.29,0.14,0.06,-1.49,0,-5.09,0.458834132
2009m01,-5.13,-13.78,-9.14,-3.53,-3.23,-10.28,-7.6,-2.21,-0.82,-8.12,-2.14,-11.29,0.18,-1.17,0,-2.18,0.898921729
2009m02,-7.65,-12.27,-13.49,-12.46,-5.06,-6.94,-3.06,-9.95,-12.59,-10.1,-1.32,-6.95,1.19,-1.02,0.01,4.41,0.012735815
2009m03,6.42,11.95,7.61,3.95,11.5,7.51,9.95,7.06,2.79,8.95,0.67,3.47,-2.52,-2.25,0.02,-11.87,0.614482244
2009m04,4.96,45.52,17.33,4.53,12.27,9.66,9.53,-0.9,2.09,10.18,7.13,5.36,1.31,0.13,0.01,-34.3,0.993158322
2009m05,7.16,-3.65,5.49,10.37,3.03,1.05,-0.94,6.2,4.63,5.21,-2.32,0.28,-0.78,-2.17,0,-12.49,0.325763628
2009m06,0.65,4.31,-1.71,-4.75,4.55,1.65,-0.29,3.59,4.63,0.43,2.29,-2.73,-1.41,-0.33,0.01,5.48,0.750228285
2009m07,7.31,19.73,11.32,5.33,8.12,5.52,6.76,5.49,4.41,7.72,2.39,4.83,-0.46,3.14,0.01,-5.55,0.672871795
2009m08,0.74,2.45,2.97,0.79,2.27,0.73,3.7,2.21,0.25,3.33,-0.09,7.63,-3.02,3.34,0.01,-9.07,0.125801956
2009m09,4.21,2.14,6.52,5.07,5.22,6.48,2.4,2.39,2.24,4.08,2.73,1.05,1.31,0.36,0.01,-4.79,0.849246012
2009m10,-0.62,-0.63,-2.85,2.45,-1.52,-3.48,0.05,-3.72,-2.71,-2.59,-4.93,-4.21,4.17,-1.51,0,2.61,0.303436925
2009m11,3.86,10.36,7.6,3.26,4.85,6.52,5.01,8.23,4.57,5.56,-2.68,-0.34,1,0.12,0,0.3,0.548928781
2009m12,2.64,5.69,2.88,-0.5,5.99,6.42,1.95,2.47,5.86,2.75,6.24,-0.17,1.02,-0.09,0.01,3.01,0.302661309
2010m01,-2.4,-0.43,-3.32,-4.84,-7.84,-6.72,-1.84,-0.02,-4.44,-3.36,0.34,0.43,-1.27,0.46,0,-5.4,0.047673202
2010m02,2.66,7.39,5.21,2.61,4.81,2.76,4.3,0.38,-0.42,3.4,1.51,3.23,-0.27,1.43,0,3.74,0.749594678
2010m03,5.89,9.35,6.52,3.23,6.69,7.63,6.26,3.63,3.12,6.31,1.85,2.21,-0.65,1.69,0.01,3.76,0.382527008
2010m04,-1.02,7.26,3.19,4.05,2.28,3.41,2.55,-2.18,2.85,2,4.98,2.89,0.69,1.72,0.01,3.16,0.482242076
2010m05,-5.73,-9.06,-8.42,-10.27,-7.78,-5.86,-5.36,-8.06,-6.29,-7.89,0.04,-2.44,1.3,-0.21,0.01,-0.25,0.370566664
2010m06,-1.9,-10.67,-5.8,-6.36,-6.17,-3.84,-9.06,-1.67,-0.7,-5.57,-2.47,-4.7,-0.16,-1.55,0.01,-2.76,0.903072114
2010m07,7.36,15.72,9.66,7.69,7.31,9.53,4.61,2.14,6.81,6.93,0.12,-0.31,0.24,2.01,0.01,1.88,0.913267826
2010m08,-1.17,-9.67,-5.49,-3.43,-6.53,-1.99,-3.97,-1.66,0.37,-4.77,-3.15,-1.9,0.53,-1.59,0.01,-0.06,0.199974993
2010m09,6.14,13.52,10.09,9.21,12.56,7.87,12.15,9.01,3.65,9.54,3.75,-3.16,-0.21,0.38,0.01,1.41,0.287635354
2010m10,4.34,8.49,5.12,4.59,6.41,4.57,2.42,1.98,1.86,3.88,0.8,-2.43,1.19,-0.26,0.01,1.58,0.89517211
2010m11,-0.07,7.47,1.43,5.52,-0.74,-1.89,4.17,-3.34,-1.33,0.6,3.67,-0.96,0.45,1.59,0.01,2.66,0.629312534
2010m12,4.35,8.61,7.01,9.41,5.99,6.58,3.23,5.44,3.22,6.82,1.03,3.7,-3.44,3.16,0.01,-3.03,0.760318665
2011m01,-2.37,0.3,2.98,6.93,3.93,0.07,-0.86,-0.72,2.2,1.99,-2.43,0.83,-0.76,0.83,0.01,-0.29,0.030837388
2011m02,4.72,-1.78,3.42,7.63,2.42,7.4,2.26,3.32,2.43,3.49,1.65,1.27,-1.94,0.88,0.01,1.99,0.446741456
2011m03,3.02,1.74,1.86,2.1,-1.45,1.68,1.1,2.29,0.92,0.46,2.62,-1.83,1.76,-0.03,0.01,3.4,0.868987241
2011m04,4.61,2.22,2.96,1.59,3.14,3.3,4.51,6.34,4,2.9,-0.55,-2.43,1.01,-0.8,0,0.04,0.168738346
2011m05,2.04,-3.54,-2.17,-4.52,-1.75,0.77,0.88,1.95,1.32,-1.27,-0.63,-2.12,2.08,-1.59,0,-0.62,0.43460762
2011m06,-1.08,-1.06,-0.61,-2.34,-2.46,-1.39,-0.89,-1.88,-0.34,-1.75,0.16,-0.42,2.49,-1.53,0,1.78,0.801722183
2011m07,-0.42,-8.93,-4.8,0.5,-0.52,-4.95,-0.64,-3.66,-0.33,-2.35,-1.2,-0.9,2.68,-1.81,0,0.18,0.153328187
2011m08,-0.66,-12.08,-6.14,-10.02,-6.79,-5.06,-2.89,-3.16,0.17,-5.99,-3.2,-2.36,3.3,-0.38,0.01,-0.28,0.542696652
2011m09,-4.88,-14.1,-10.97,-12.31,-4.8,-5.77,-3.89,-3.95,-1.61,-7.59,-3.66,-1.72,2.04,0.24,0,-2.42,0.459171971
2011m10,6.29,23.28,14.09,16.24,11.8,7.59,9.77,5.54,6.7,11.35,3.46,0.1,-2.16,-0.86,0,-1.43,0.759321156
2011m11,1.44,-8.02,1.39,2.15,-2,0.3,1.06,1.3,1,-0.28,-0.28,-0.46,1.86,1.49,0,3.84,0.01191054
2011m12,1.89,-1.2,-0.78,-0.36,-1.42,3.13,0.9,3.51,2.93,0.74,-0.33,1.63,0.98,2.52,0,1.81,0.839253374
2012m01,0.39,13.55,6.74,1.03,8.49,2.37,4.07,3.41,-2.71,5.05,2.06,-0.97,-2.01,-1.43,0,-7.91,0.013403065
2012m02,3.93,6.05,3.86,6.49,6.64,4.85,3.12,1.26,1.31,4.42,-1.71,0.43,-0.48,-0.01,0,-0.29,0.055226037
2012m03,3.88,0.94,0.68,-3.27,4.66,2.31,4.66,3.94,1.48,3.11,-0.47,1.14,-0.54,0.74,0,1.3,0.205261939
2012m04,0.81,-7.02,-0.72,-1.57,-2.11,1.75,0.96,0.61,1.73,-0.85,-0.55,-0.78,1.3,0.65,0,3.75,0.865906611
2012m05,-2.67,-8.16,-7.78,-10.56,-7.85,-0.81,-3.05,-3.25,-0.91,-6.19,-0.12,-1.07,2.08,2.31,0.01,6.49,0.455212177
2012m06,3.42,-5.56,1.25,5.78,2.91,7.05,2.17,6.83,3.4,3.89,0.84,0.62,-1.09,0.46,0,-1.06,0.250773083
2012m07,1.38,0.38,0.86,2.82,-0.11,4.14,1.24,1.63,3.62,0.79,-2.78,-0.02,1.1,0.05,0,3.04,0.82889008
2012m08,0.12,4.15,3.26,2.37,4.8,0.97,2.75,0.98,-3.44,2.55,0.44,1.3,-1.33,-0.84,0.01,-2.37,0.999987476
2012m09,0.89,3.57,1.66,3.82,1.24,4.86,1.95,4.69,2.11,2.73,0.61,1.6,-1.49,1.55,0.01,-1.14,0.243859835
2012m10,-1.71,5.88,-0.62,-1.88,-6.34,-2.4,-1.02,-1.91,1.09,-1.76,-0.89,3.59,-1.34,2.5,0.01,0.14,0.735291839
2012m11,3.22,3.12,2.66,-1.5,1.46,0.07,1.46,1.5,-3.76,0.78,0.46,-0.84,0.6,0.84,0.01,0.49,0.882967986
2012m12,-2.28,7.31,2.76,1.33,0.36,1.15,-1.12,-0.53,0.08,1.18,1.89,3.51,-1.85,0.91,0.01,-2.86,0.114465889
2013m01,5.1,3.5,6.05,7.47,2.38,4.85,5.58,8.08,5.05,5.57,0.48,0.96,-1.93,1.41,0,-1.79,0.355547312
2013m02,3.19,0.01,1.28,0.68,0.67,2.29,0.85,1.32,2.2,1.29,-0.25,0.11,-0.67,0.52,0,1.29,0.262487409
2013m03,5.06,4.03,2.61,2.07,2.72,5.64,4.72,6.51,5.68,4.03,0.85,-0.19,0.14,1.38,0,1.92,0.604569126
2013m04,3.78,3.65,0.75,-1.39,0.4,4.3,2.69,2.6,5.13,1.55,-2.25,0.45,0.27,0.37,0,0.22,0.0087557
2013m05,-2.31,9.88,3.48,3.05,4.55,-1.8,2.23,1.62,-7.11,2.8,2.06,2.63,-1.97,-0.87,0,-2.02,0.06455525
2013m06,0.11,-0.46,-1.99,-2.39,-2.92,2.09,-0.06,-1.37,0.82,-1.2,1.57,0.03,-0.38,0,0,0.52,0.240283107
2013m07,2.86,9.01,6.15,5.18,5.7,3.42,5.9,8.08,4.58,5.65,1.81,0.57,-1.35,0.51,0,1.76,0.985523931
2013m08,-3.93,-1.02,-1.84,-1.89,-0.2,-3.29,-4.23,-3.68,-4.42,-2.71,-0.06,-2.69,0.66,-2.16,0,0.02,0.28749546
2013m09,1.95,6.47,5.2,1.97,3.83,4.28,4.51,4.16,1.04,3.77,2.63,-1.22,-0.58,-1.36,0,3.06,0.057104098
2013m10,4.81,0.76,4.52,4.78,3.8,5.81,5.11,3.56,3.34,4.18,-1.48,1.25,2.78,0.87,0,0.08,0.303002812
2013m11,1.29,1.88,2.87,0.85,3.58,0.09,3.68,4.49,-1.8,3.13,1.41,0.32,0.14,0.04,0,0.44,0.621016038
2013m12,2.45,1.24,3.11,3.05,3.99,3.97,0.28,0.62,1.79,2.81,-0.45,-0.02,-0.46,0.09,0,0.02,0.740741523
2014m01,-5.75,-3.61,-4.19,-6.89,-1.39,-3.8,-6.45,1.88,2.49,-3.32,0.58,-2.07,-3.88,-1.42,0,1.71,0.902816538
2014m02,3.43,8,5.39,5.66,5.14,2.56,5.35,6.48,3.08,4.65,0.14,-0.31,-0.23,-0.45,0,2.07,0.549475578
2014m03,3.26,-1.13,0.37,2.44,-0.62,0.17,-0.58,-2.56,2.68,0.43,-1.09,4.93,2.13,1.92,0,-3.29,0.352048049
2014m04,1.54,0.33,0.9,5.67,-1.05,0.39,-0.95,-0.41,3.98,-0.19,-4.12,1.17,3.48,1.02,0,-3.89,0.380938313
2014m05,3.47,0.69,1.19,0.88,3.39,4.1,0.98,1.87,0,2.06,-1.89,-0.13,0.05,-1,0,0.87,0.387022455
2014m06,1.16,4.45,1.37,4.12,2.88,1.54,1.29,2.9,5.41,2.61,3.11,-0.7,-1.89,-2,0,0.69,0.159066731
2014m07,-4.34,-4.66,-4.13,-3.55,0.23,0.79,-2.25,-0.3,-6.4,-2.04,-4.29,0.03,0.89,0.52,0,-0.12,0.793995096
2014m08,5.56,5.19,4.81,2.31,4.24,0.32,5.01,5.54,5.31,4.24,0.31,-0.45,-0.64,-0.7,0,0.82,0.555184465
2014m09,-0.1,-9.41,-2.54,-7.83,-1.35,-1.44,-1.44,-0.22,-3.37,-1.97,-3.72,-1.34,1.3,-0.51,0,0.5,0.509831108
2014m10,2.67,3.72,2.38,-4.19,1.46,1.31,3.06,5.9,6.71,2.52,3.73,-1.81,-0.57,-0.11,0,-0.06,0.261502706
2014m11,4.74,4.73,2.25,-9.59,4.3,2.46,7.57,2.52,0.26,2.55,-2.28,-3.09,1.5,0.27,0,0.69,0.46273988
2014m12,-2.41,0.6,-0.11,0.54,-1.2,-2.04,1.6,-0.82,1.86,-0.06,2.86,2.27,-1.22,0.96,0,1.12,0.7755657
2015m01,-0.55,-4.36,-3.75,-4.31,-3.49,-4.47,-0.25,1.59,1.24,-3.11,-0.92,-3.58,1.61,-1.65,0,3.84,0.746128665
2015m02,5.13,8.18,6.14,4.73,8.25,8.91,5.56,4.24,-4.35,6.13,0.32,-1.86,-1.12,-1.82,0,-2.82,0.585881831
2015m03,-2.44,-0.46,-2.06,-2.49,-2.47,-2.11,0.69,0.76,-0.32,-1.12,3.07,-0.37,0.09,-0.52,0,2.74,0.221398764
2015m04,0.85,-1.01,-0.71,6.67,1.44,3.6,-2.19,-1.42,0.28,0.59,-3.09,1.82,0.06,-0.61,0,-7.27,0.898370698
2015m05,1.49,1.04,0.89,-5.1,1.99,0.33,0.94,4.91,-0.46,1.36,0.83,-1.14,-1.79,-0.74,0,5.82,0.508419711
2015m06,-1.34,-1.65,-1.97,-3.77,-3.58,-0.52,-0.57,0.16,-5.29,-1.53,2.9,-0.79,0.44,-1.58,0,3.01,0.663183124
